game_id,date,home_team,visitor_team,home_game_number,home_result,home_streak,home_offensive_rating,home_defensive_rating,home_ts_percent,home_assist_percent,home_steal_percent,home_rebound_percent,home_turnover_percent,visitor_game_number,visitor_result,visitor_streak,visitor_offensive_rating,visitor_defensive_rating,visitor_ts_percent,visitor_assist_percent,visitor_steal_percent,visitor_rebound_percent,visitor_turnover_percent
202411270WAS,2024-11-27T12:00:00Z,WAS,LAC,19,L,13L,105.46,119.97,0.544,62.0,7.7,46.7,13.7,22,W,1W,111.07,109.62,0.572,63.0,8.9,53.0,15.0
202411270DAL,2024-11-27T12:30:00Z,DAL,NYK,19,W,2W,117.43,111.81,0.581,57.8,7.9,50.5,11.7,20,L,1L,123.25,116.75,0.617,63.9,7.1,51.7,11.1
202411270MEM,2024-11-27T13:00:00Z,MEM,DET,19,W,4W,116.01,108.63,0.589,67.8,7.7,53.0,14.3,22,L,1L,110.86,112.44,0.562,61.8,5.7,52.2,14.2
202411270MIN,2024-11-27T13:00:00Z,MIN,SAC,20,L,4L,114.06,112.61,0.59,59.8,8.0,49.7,14.2,20,W,1W,114.12,113.85,0.586,57.3,8.1,50.6,12.6
202411270NOP,2024-11-27T13:00:00Z,NOP,TOR,21,L,6L,107.51,119.06,0.537,63.2,8.4,49.8,13.6,21,W,1W,111.62,117.52,0.549,66.0,7.9,52.2,13.7
202411270SAS,2024-11-27T13:30:00Z,SAS,LAL,21,L,1L,112.71,111.37,0.579,70.6,7.8,50.9,13.6,20,W,1W,116.44,118.22,0.591,65.0,7.6,47.7,11.4
202411270PHO,2024-11-27T14:00:00Z,PHX,BKN,20,L,1L,115.24,116.03,0.585,66.6,7.7,49.8,12.3,21,W,3W,114.8,117.59,0.596,67.4,6.5,47.3,13.3
202411270UTA,2024-11-27T14:00:00Z,UTA,DEN,20,L,2L,110.18,119.44,0.57,62.8,7.2,51.1,16.0,19,W,1W,115.58,114.97,0.583,69.9,8.4,50.7,12.4
202411270GSW,2024-11-27T15:00:00Z,GSW,OKC,19,L,3L,116.15,108.59,0.574,70.0,9.0,51.2,12.3,19,W,3W,114.9,103.72,0.572,59.7,12.0,46.6,10.6
202411290ATL,2024-11-29T07:30:00Z,ATL,CLE,20,W,2W,112.3,116.56,0.567,70.2,9.6,49.6,13.3,22,L,2L,123.24,112.16,0.631,62.1,9.2,50.3,11.8
202411290MEM,2024-11-29T10:00:00Z,MEM,NOP,20,W,5W,116.46,108.47,0.593,67.5,7.9,52.9,14.3,22,L,7L,106.57,118.83,0.533,63.4,8.6,49.7,13.6
202411290BRK,2024-11-29T12:30:00Z,BKN,ORL,22,L,1L,115.36,117.48,0.599,67.7,6.5,47.4,13.2,22,W,5W,110.88,105.68,0.559,64.2,9.5,50.0,13.0
202411290MIN,2024-11-29T12:30:00Z,MIN,LAC,21,W,1W,113.58,112.83,0.591,60.7,8.1,49.2,14.2,23,L,1L,111.53,108.91,0.574,62.9,9.3,53.0,14.9
202411290CHI,2024-11-29T13:00:00Z,CHI,BOS,22,L,2L,113.06,118.29,0.593,67.2,6.7,48.9,13.6,21,W,7W,121.83,111.0,0.604,62.7,7.4,49.6,10.5
202411290IND,2024-11-29T13:00:00Z,IND,DET,22,L,1L,114.35,116.92,0.588,65.4,8.4,48.1,13.1,23,W,1W,110.59,113.05,0.563,61.8,5.7,52.1,14.4
202411290MIA,2024-11-29T13:00:00Z,MIA,TOR,17,W,2W,112.56,111.72,0.563,64.7,9.3,48.3,11.6,22,L,1L,111.78,116.05,0.551,66.8,8.0,52.3,13.7
202411290POR,2024-11-29T15:00:00Z,POR,SAC,22,W,1W,106.09,113.97,0.529,56.1,9.0,48.9,14.5,21,L,1L,114.25,113.41,0.586,57.5,8.1,51.0,12.7
202411290LAL,2024-11-29T15:00:00Z,LAL,OKC,21,L,1L,117.01,117.62,0.593,65.0,7.7,48.1,11.5,20,W,4W,114.28,103.51,0.57,60.0,11.9,46.5,10.7
202411290CHO,2024-11-29T17:00:00Z,CHA,NYK,21,L,4L,109.41,114.35,0.547,58.3,7.9,51.6,14.1,21,W,1W,122.94,117.66,0.615,63.1,7.2,51.3,11.0
202411300CHO,2024-11-30T11:00:00Z,CHA,ATL,22,L,5L,109.18,113.91,0.545,58.9,7.9,51.4,14.1,21,W,3W,112.45,115.72,0.57,70.5,9.6,50.0,13.6
202411300DET,2024-11-30T12:00:00Z,DET,PHI,24,L,1L,111.53,112.72,0.57,62.3,5.9,52.4,14.5,20,W,1W,106.85,115.38,0.54,58.0,9.5,46.8,13.0
202411300MIL,2024-11-30T13:00:00Z,MIL,WAS,20,W,6W,113.93,113.49,0.589,57.1,7.3,49.3,12.6,20,L,14L,104.87,119.99,0.542,61.9,7.8,46.7,13.9
202411300PHO,2024-11-30T14:00:00Z,PHX,GSW,21,W,1W,115.25,116.55,0.589,66.3,7.7,49.8,12.5,20,L,4L,115.24,108.32,0.568,70.1,8.9,51.3,12.4
202411300UTA,2024-11-30T14:30:00Z,UTA,DAL,21,L,3L,110.22,120.11,0.568,63.0,7.3,51.3,16.0,20,W,3W,118.26,112.12,0.587,57.7,7.8,50.8,11.7
202412010MEM,2024-12-01T08:30:00Z,MEM,IND,21,W,6W,116.48,108.36,0.592,67.9,8.0,52.9,14.3,23,L,2L,113.95,117.58,0.588,64.9,8.5,47.8,13.2
202412010BRK,2024-12-01T08:30:00Z,BKN,ORL,23,L,2L,114.75,117.95,0.599,67.2,6.5,47.3,13.5,23,W,6W,111.64,105.56,0.564,64.3,9.7,50.2,13.1
202412010TOR,2024-12-01T11:00:00Z,TOR,MIA,23,W,1W,111.91,116.48,0.555,67.4,7.8,52.5,13.9,18,L,1L,113.27,111.88,0.565,65.3,9.4,48.0,11.5
202412010NYK,2024-12-01T11:00:00Z,NYK,NOP,22,W,2W,122.05,116.99,0.612,62.7,7.2,51.4,11.4,23,L,8L,106.55,118.73,0.533,62.3,8.6,49.6,13.6
202412010CLE,2024-12-01T11:00:00Z,CLE,BOS,23,W,1W,122.06,112.33,0.625,61.7,9.2,50.0,11.8,22,L,1L,122.45,111.74,0.605,62.0,7.3,49.8,10.3
202412010HOU,2024-12-01T12:00:00Z,HOU,OKC,23,W,3W,112.47,104.41,0.54,54.8,9.1,52.7,11.2,21,L,1L,114.07,103.41,0.567,59.7,11.9,46.7,10.7
202412010UTA,2024-12-01T13:00:00Z,UTA,LAL,22,L,4L,109.54,119.56,0.561,62.8,7.4,51.4,15.8,22,W,1W,116.21,117.24,0.591,65.5,7.5,48.2,11.8
202412010SAC,2024-12-01T14:00:00Z,SAC,SAS,22,L,2L,113.96,113.61,0.586,58.8,8.0,51.0,12.9,22,W,1W,112.43,112.17,0.577,70.6,7.7,50.6,13.7
202412010POR,2024-12-01T14:00:00Z,POR,DAL,23,L,1L,106.67,113.7,0.532,56.2,9.0,48.9,14.4,21,W,4W,117.83,111.38,0.585,58.5,8.1,50.7,11.8
202412010LAC,2024-12-01T15:00:00Z,LAC,DEN,24,W,1W,110.89,108.44,0.571,62.5,9.8,52.6,14.9,20,L,1L,116.51,114.74,0.587,69.6,8.5,50.4,12.3
202412020BOS,2024-12-02T12:30:00Z,BOS,MIA,23,W,1W,121.81,111.83,0.602,61.1,7.5,49.9,10.3,19,L,2L,113.36,112.2,0.566,65.2,9.5,48.0,11.5
202412020ATL,2024-12-02T12:30:00Z,ATL,NOP,22,W,4W,112.42,115.38,0.571,70.5,9.6,50.1,13.9,24,L,9L,105.55,118.73,0.527,62.1,8.9,49.2,13.5
202412020MIN,2024-12-02T13:00:00Z,MIN,LAL,22,W,2W,112.82,112.05,0.589,61.8,8.2,49.6,14.6,23,L,1L,116.11,117.05,0.588,65.2,7.5,48.2,11.4
202412020CHI,2024-12-02T13:00:00Z,CHI,BKN,23,W,1W,113.63,119.02,0.596,66.7,6.7,48.7,13.3,24,L,3L,113.83,117.27,0.594,67.0,6.7,46.9,13.6
202412030CLE,2024-12-03T12:00:00Z,CLE,WAS,24,W,2W,121.65,112.2,0.625,61.5,9.0,49.9,12.0,21,L,15L,105.42,120.26,0.544,61.7,7.8,47.0,13.7
202412030CHO,2024-12-03T12:00:00Z,CHA,PHI,23,L,6L,109.16,113.81,0.543,59.2,8.2,51.2,14.1,21,W,2W,107.06,114.28,0.543,57.3,9.5,47.2,13.1
202412030DET,2024-12-03T12:00:00Z,DET,MIL,25,L,2L,110.8,112.62,0.566,62.3,5.9,52.0,14.5,21,W,7W,114.5,113.56,0.592,57.8,7.1,49.3,12.5
202412030TOR,2024-12-03T12:30:00Z,TOR,IND,24,W,2W,112.19,116.4,0.558,67.2,7.6,52.5,13.9,24,L,3L,113.95,118.08,0.588,64.9,8.4,47.9,13.1
202412030NYK,2024-12-03T12:30:00Z,NYK,ORL,23,W,3W,121.88,115.42,0.611,63.1,7.3,51.7,11.6,24,L,1L,111.28,105.1,0.564,64.5,9.7,50.7,13.4
202412030OKC,2024-12-03T13:00:00Z,OKC,UTA,22,W,1W,114.22,104.25,0.566,60.2,11.6,46.8,10.4,23,L,5L,109.72,119.3,0.564,63.0,7.3,51.4,15.8
202412030DAL,2024-12-03T13:30:00Z,DAL,MEM,22,W,5W,118.61,112.19,0.59,59.0,8.3,50.4,11.8,22,L,1L,117.03,108.62,0.595,68.2,8.0,52.7,14.0
202412030PHO,2024-12-03T14:00:00Z,PHX,SAS,22,W,2W,115.36,116.15,0.591,67.1,7.5,49.9,12.6,23,L,1L,113.31,112.96,0.583,70.9,7.7,50.2,13.7
202412030SAC,2024-12-03T15:00:00Z,SAC,HOU,23,W,1W,114.62,114.4,0.585,59.2,8.0,51.3,12.7,24,L,1L,112.83,105.01,0.541,54.7,8.8,52.7,11.1
202412030DEN,2024-12-03T15:00:00Z,DEN,GSW,21,W,1W,116.78,115.33,0.589,69.8,8.5,50.3,12.3,21,L,5L,114.91,108.8,0.566,70.3,8.9,51.2,12.2
202412030LAC,2024-12-03T15:30:00Z,LAC,POR,25,W,2W,111.55,109.03,0.573,62.6,9.7,52.6,14.8,24,L,2L,107.7,114.68,0.541,56.3,8.9,49.2,14.6
202412040PHI,2024-12-04T12:30:00Z,PHI,ORL,22,L,1L,107.79,114.29,0.546,57.9,9.5,46.8,13.0,25,W,1W,110.89,105.6,0.563,63.9,9.7,50.6,13.4
202412040MIA,2024-12-04T12:30:00Z,MIA,LAL,20,W,1W,112.36,112.33,0.56,65.8,9.3,47.8,11.4,24,L,2L,114.6,116.95,0.583,64.9,7.6,48.2,11.8
202412040BRK,2024-12-04T12:30:00Z,BKN,IND,25,W,1W,113.14,117.57,0.59,66.8,6.8,46.8,13.5,25,L,4L,113.52,117.94,0.587,64.5,8.4,47.8,13.4
202412040BOS,2024-12-04T12:30:00Z,BOS,DET,24,W,2W,121.47,111.0,0.6,61.3,7.4,50.1,10.5,26,L,3L,110.62,113.27,0.566,62.0,6.1,52.1,14.5
202412040MIL,2024-12-04T13:00:00Z,MIL,ATL,22,L,1L,115.14,113.2,0.598,57.8,7.3,49.1,12.7,23,W,5W,112.6,114.9,0.572,70.1,9.6,50.3,13.9
202412040LAC,2024-12-04T15:30:00Z,LAC,MIN,26,L,1L,112.77,109.31,0.578,62.6,9.6,52.7,14.7,23,W,3W,112.93,110.67,0.591,62.4,8.3,49.7,14.6
202412050WAS,2024-12-05T12:00:00Z,WAS,DAL,22,L,16L,104.39,120.06,0.54,61.4,7.6,47.3,14.0,23,W,6W,118.35,112.0,0.59,59.1,8.3,50.7,12.1
202412050CLE,2024-12-05T12:00:00Z,CLE,DEN,25,W,3W,121.41,111.0,0.623,62.0,9.1,49.8,11.9,22,L,1L,116.63,115.05,0.591,70.3,8.5,49.9,12.4
202412050TOR,2024-12-05T12:30:00Z,TOR,OKC,25,L,1L,112.31,115.87,0.562,67.1,7.7,52.6,14.1,23,W,2W,115.45,104.6,0.569,60.3,11.9,46.8,10.3
202412050NYK,2024-12-05T12:30:00Z,NYK,CHA,24,W,4W,121.63,114.79,0.613,63.5,7.3,51.7,11.8,24,L,7L,109.41,114.15,0.545,59.5,8.1,51.6,14.2
202412050SAS,2024-12-05T13:00:00Z,SAS,CHI,24,L,2L,112.36,112.55,0.575,71.1,7.7,50.4,13.6,24,W,2W,114.1,118.1,0.598,66.8,6.8,49.1,13.4
202412050NOP,2024-12-05T13:00:00Z,NOP,PHX,25,W,1W,105.52,118.61,0.527,61.4,9.1,49.0,13.5,23,L,1L,114.81,115.02,0.591,67.2,7.6,49.7,12.7
202412050MEM,2024-12-05T13:00:00Z,MEM,SAC,23,W,1W,116.63,108.81,0.593,67.8,8.3,52.3,14.1,24,L,1L,115.09,114.45,0.585,59.7,8.0,50.8,12.5
202412050GSW,2024-12-05T15:00:00Z,GSW,HOU,22,W,1W,114.67,109.06,0.565,70.9,9.0,51.4,12.2,25,L,2L,112.96,105.91,0.541,53.7,8.7,53.1,11.2
202412060PHI,2024-12-06T12:00:00Z,PHI,ORL,23,W,1W,108.08,114.48,0.547,57.9,9.6,46.8,13.0,26,L,1L,111.19,105.94,0.563,63.4,9.9,50.8,13.4
202412060BOS,2024-12-06T12:30:00Z,BOS,MIL,25,W,3W,121.79,111.34,0.601,61.5,7.6,50.4,10.7,23,L,2L,114.44,113.29,0.596,58.3,7.3,48.8,12.9
202412060ATL,2024-12-06T12:30:00Z,ATL,LAL,24,W,6W,112.7,114.27,0.57,69.8,9.9,50.6,13.8,25,L,3L,113.82,118.01,0.578,65.5,7.6,47.9,11.8
202412060SAS,2024-12-06T13:00:00Z,SAS,SAC,25,L,3L,112.56,113.38,0.574,70.5,7.8,50.1,13.4,25,W,1W,114.63,114.22,0.582,59.2,8.1,50.7,12.5
202412060CHI,2024-12-06T13:00:00Z,CHI,IND,25,L,1L,114.82,118.04,0.602,66.9,6.7,49.3,13.5,26,W,1W,112.64,117.27,0.585,64.4,8.3,47.7,13.5
202412060POR,2024-12-06T15:00:00Z,POR,UTA,25,L,3L,108.06,115.82,0.544,56.5,8.8,49.0,14.7,24,W,1W,109.81,120.28,0.568,62.6,7.1,51.4,16.3
202412060GSW,2024-12-06T15:00:00Z,GSW,MIN,23,L,1L,114.2,108.55,0.563,70.0,8.8,51.6,12.0,24,W,4W,112.7,109.21,0.59,63.1,8.6,49.8,14.5
202412070CHO,2024-12-07T06:00:00Z,CHA,CLE,25,L,8L,109.41,115.13,0.545,59.9,7.8,51.5,14.0,26,W,4W,121.14,110.7,0.623,62.2,9.0,49.7,12.0
202412070WAS,2024-12-07T12:00:00Z,WAS,DEN,23,W,1W,104.1,120.74,0.537,61.5,7.7,46.9,13.8,23,L,2L,116.0,115.06,0.589,69.5,8.6,50.0,12.4
202412070NOP,2024-12-07T12:00:00Z,NOP,OKC,26,L,1L,106.23,118.67,0.53,60.9,9.3,49.0,13.4,24,W,3W,115.93,103.92,0.57,60.1,12.1,47.1,10.0
202412070TOR,2024-12-07T12:30:00Z,TOR,DAL,26,L,2L,111.33,116.31,0.558,67.4,7.6,52.4,14.2,24,W,7W,119.02,111.42,0.594,58.9,8.2,51.1,12.2
202412070NYK,2024-12-07T12:30:00Z,NYK,DET,25,L,1L,122.27,114.55,0.616,63.8,7.3,51.7,11.7,27,W,1W,110.95,113.9,0.569,62.0,6.3,51.8,14.6
202412070MIA,2024-12-07T13:00:00Z,MIA,PHX,21,W,2W,113.75,111.58,0.568,66.6,9.4,48.4,11.6,24,L,2L,115.06,115.34,0.594,67.5,7.7,49.7,12.8
202412070BOS,2024-12-07T13:00:00Z,BOS,MEM,26,L,1L,121.67,111.4,0.601,61.8,7.5,50.1,10.5,24,W,2W,116.3,108.62,0.594,68.0,8.3,52.3,14.3
202412080CHI,2024-12-08T06:00:00Z,CHI,PHI,26,L,2L,115.01,118.45,0.602,67.1,6.8,49.2,13.4,24,W,2W,108.04,113.73,0.548,58.0,9.7,46.9,13.1
202412080BRK,2024-12-08T08:30:00Z,BKN,MIL,26,L,1L,112.68,116.51,0.588,66.9,7.0,47.0,13.6,24,W,1W,114.36,113.55,0.592,57.5,7.1,49.1,12.7
202412080IND,2024-12-08T10:00:00Z,IND,CHA,27,L,1L,113.28,117.35,0.589,64.4,8.3,48.0,13.4,26,W,1W,109.51,115.64,0.544,59.7,7.8,51.1,13.9
202412080MIA,2024-12-08T11:00:00Z,MIA,CLE,22,W,3W,114.53,111.95,0.571,66.6,9.4,48.5,11.5,27,L,1L,121.39,110.75,0.623,62.4,8.9,50.0,12.0
202412080ATL,2024-12-08T11:00:00Z,ATL,DEN,25,L,1L,112.94,114.38,0.572,70.2,9.8,50.8,13.8,24,W,1W,115.72,115.24,0.586,69.7,8.7,50.1,12.4
202412080ORL,2024-12-08T11:30:00Z,ORL,PHX,27,W,1W,110.69,105.98,0.563,63.4,9.8,50.8,13.7,25,L,3L,115.25,116.01,0.594,68.1,7.8,49.7,12.8
202412080WAS,2024-12-08T12:00:00Z,WAS,MEM,24,L,1L,104.8,120.23,0.54,61.9,7.7,47.0,13.8,25,W,3W,116.36,108.78,0.595,67.4,8.4,52.2,14.2
202412080SAS,2024-12-08T12:00:00Z,SAS,NOP,26,W,1W,112.43,114.36,0.573,70.6,7.8,50.1,13.3,27,L,2L,106.31,118.65,0.533,61.1,9.5,48.8,13.5
202412080GSW,2024-12-08T13:30:00Z,GSW,MIN,24,W,1W,113.04,108.41,0.56,69.8,8.8,51.3,12.4,25,L,1L,112.37,108.28,0.589,63.8,8.8,50.0,14.7
202412080SAC,2024-12-08T14:00:00Z,SAC,UTA,26,W,2W,115.51,114.03,0.586,59.5,8.1,50.7,12.3,25,L,1L,110.86,119.05,0.573,62.7,7.0,52.0,16.1
202412080LAC,2024-12-08T14:00:00Z,LAC,HOU,27,L,2L,111.41,109.26,0.573,61.8,9.5,52.5,15.0,26,W,1W,112.33,105.87,0.537,53.9,8.7,52.7,11.0
202412080LAL,2024-12-08T14:30:00Z,LAL,POR,26,W,1W,113.95,118.04,0.58,65.5,7.7,47.8,11.9,26,L,4L,107.41,116.56,0.541,56.8,8.6,48.4,14.5
202412090TOR,2024-12-09T12:30:00Z,TOR,NYK,27,L,3L,111.53,116.58,0.559,68.2,7.8,52.0,14.1,26,W,1W,121.79,114.8,0.616,63.8,7.5,51.3,11.8
202412100MIL,2024-12-10T12:00:00Z,MIL,ORL,25,W,2W,114.93,113.92,0.598,57.9,7.1,49.2,12.8,28,L,1L,110.87,106.15,0.563,62.5,9.9,50.9,13.6
202412100OKC,2024-12-10T14:30:00Z,OKC,DAL,25,W,4W,116.02,104.11,0.572,60.1,12.1,47.5,10.4,25,L,1L,119.18,111.61,0.596,58.8,8.3,51.3,12.3
202412110NYK,2024-12-11T12:00:00Z,NYK,ATL,27,L,1L,121.73,114.81,0.616,64.3,7.5,51.0,11.7,26,W,1W,112.6,115.11,0.569,70.0,9.9,50.8,13.6
202412110HOU,2024-12-11T14:30:00Z,HOU,GSW,27,W,2W,112.75,106.08,0.541,54.0,8.6,53.0,11.1,25,L,1L,113.35,108.55,0.561,69.7,8.8,51.4,12.4
202412120MIA,2024-12-12T12:30:00Z,MIA,TOR,23,W,4W,115.07,112.18,0.573,66.6,9.2,48.9,11.5,28,L,4L,111.67,116.74,0.558,67.6,7.6,52.2,14.0
202412120BOS,2024-12-12T12:30:00Z,BOS,DET,27,W,1W,121.28,111.66,0.597,61.8,7.4,50.1,10.4,28,L,1L,111.32,113.8,0.573,62.1,6.3,52.0,14.7
202412120NOP,2024-12-12T13:00:00Z,NOP,SAC,28,L,3L,106.7,118.74,0.533,61.1,9.5,48.6,13.2,27,W,3W,116.6,113.39,0.59,59.8,8.1,50.8,12.1
202412130PHI,2024-12-13T12:00:00Z,PHI,IND,25,L,1L,107.92,113.0,0.548,58.0,9.6,47.6,13.2,28,W,1W,113.03,117.1,0.59,64.0,8.3,47.7,13.5
202412130CLE,2024-12-13T12:00:00Z,CLE,WAS,28,W,1W,121.21,111.37,0.622,62.4,8.8,49.7,11.9,25,L,2L,104.68,120.57,0.538,61.2,7.8,47.3,13.9
202412130MIN,2024-12-13T13:00:00Z,MIN,LAL,26,W,1W,112.34,108.8,0.59,63.7,8.7,49.9,14.7,27,L,1L,113.9,117.42,0.58,65.5,8.0,47.7,11.8
202412130MEM,2024-12-13T13:00:00Z,MEM,BKN,26,W,4W,116.81,108.51,0.597,67.4,8.5,52.0,14.2,27,L,2L,113.08,116.97,0.59,66.6,7.1,47.1,13.6
202412130CHI,2024-12-13T13:00:00Z,CHI,CHA,27,W,1W,114.31,117.93,0.6,67.8,6.9,48.7,13.4,27,L,1L,109.57,115.28,0.548,59.7,7.9,51.5,14.2
202412130DEN,2024-12-13T14:00:00Z,DEN,LAC,25,W,2W,116.49,114.75,0.591,70.0,8.7,50.0,12.6,28,L,3L,111.39,109.79,0.571,61.4,9.6,52.0,14.7
202412130UTA,2024-12-13T14:30:00Z,UTA,PHX,26,L,2L,110.3,120.07,0.571,62.9,7.0,51.7,16.2,26,W,1W,115.04,115.98,0.594,67.8,7.7,49.6,13.0
202412130POR,2024-12-13T15:00:00Z,POR,SAS,27,L,5L,107.24,116.4,0.54,56.4,8.4,48.7,14.5,27,W,2W,112.8,114.43,0.573,70.3,7.8,50.3,13.2
202412140MIL,2024-12-14T09:30:00Z,MIL,ATL,26,W,3W,114.94,113.77,0.6,58.2,7.2,49.0,12.9,27,L,1L,112.45,114.56,0.565,69.7,9.7,50.9,13.4
202412140OKC,2024-12-14T13:30:00Z,OKC,HOU,26,W,5W,116.15,104.14,0.572,60.2,12.2,47.8,10.4,28,L,1L,112.07,105.62,0.54,54.3,8.6,52.8,11.3
202412150IND,2024-12-15T10:00:00Z,IND,NOP,29,W,2W,113.45,116.81,0.591,64.4,8.4,47.6,13.3,29,L,4L,106.97,118.63,0.535,60.9,9.3,48.5,13.3
202412150WAS,2024-12-15T11:00:00Z,WAS,BOS,26,L,3L,104.65,120.28,0.54,61.1,7.8,47.3,14.0,28,W,2W,121.35,111.16,0.599,62.3,7.3,50.3,10.5
202412150ORL,2024-12-15T11:00:00Z,ORL,NYK,29,L,2L,110.84,106.49,0.561,61.9,9.9,51.0,13.5,28,W,1W,120.9,114.57,0.612,64.5,7.5,50.8,11.8
202412150SAS,2024-12-15T12:00:00Z,SAS,MIN,28,L,1L,113.26,114.74,0.575,70.4,7.7,50.4,13.2,27,W,2W,111.77,107.95,0.586,63.2,8.8,49.8,14.6
202412150PHO,2024-12-15T13:00:00Z,PHX,POR,27,W,2W,116.17,116.72,0.598,68.2,7.9,49.7,12.8,28,L,6L,107.84,116.72,0.545,56.6,8.5,48.6,14.6
202412150GSW,2024-12-15T13:30:00Z,GSW,DAL,26,L,2L,112.57,108.02,0.559,69.2,9.0,51.5,12.7,26,W,1W,118.6,111.9,0.596,59.1,8.4,51.1,12.5
202412150LAL,2024-12-15T14:30:00Z,LAL,MEM,28,W,1W,112.88,116.67,0.575,64.9,8.0,47.9,12.1,27,L,1L,117.15,108.59,0.598,67.2,8.5,52.1,14.0
202412160DET,2024-12-16T12:00:00Z,DET,MIA,29,W,1W,110.85,114.15,0.569,62.2,6.4,51.8,14.5,24,L,1L,114.99,111.79,0.574,66.0,9.0,49.1,11.7
202412160CHO,2024-12-16T12:00:00Z,CHA,PHI,28,L,2L,108.89,114.92,0.544,59.9,7.9,51.5,14.2,26,W,1W,108.0,113.47,0.547,57.6,9.4,47.8,13.2
202412160TOR,2024-12-16T12:30:00Z,TOR,CHI,29,L,5L,111.34,116.6,0.557,67.7,7.6,51.9,13.9,28,W,2W,114.0,116.96,0.597,68.0,7.0,48.8,13.4
202412160BRK,2024-12-16T12:30:00Z,BKN,CLE,28,L,3L,112.98,117.31,0.59,66.8,7.2,47.0,13.7,29,W,2W,120.93,111.09,0.618,62.8,8.8,49.9,11.8
202412160SAC,2024-12-16T15:00:00Z,SAC,DEN,28,L,1L,116.57,113.41,0.588,60.0,8.3,50.9,12.0,26,W,3W,116.4,113.82,0.594,69.4,8.9,50.4,12.9
202412160LAC,2024-12-16T15:30:00Z,LAC,UTA,29,W,1W,110.7,109.97,0.57,61.6,9.9,51.5,14.8,27,L,3L,111.28,121.0,0.578,63.2,6.9,51.6,16.1
202412170OKC,2024-12-17T13:30:00Z,OKC,MIL,27,L,1L,115.94,103.82,0.573,59.9,12.2,47.7,10.5,27,W,4W,114.66,113.22,0.598,58.7,7.2,49.1,12.9
202412190WAS,2024-12-19T12:00:00Z,WAS,CHA,27,W,1W,104.34,119.9,0.537,60.8,7.8,47.3,14.0,29,L,3L,108.77,115.07,0.545,60.3,8.0,51.4,14.3
202412190ORL,2024-12-19T12:00:00Z,ORL,OKC,30,L,3L,110.32,106.46,0.559,62.1,9.9,50.9,13.6,28,W,1W,114.71,103.68,0.567,59.3,12.1,47.6,10.4
202412190DET,2024-12-19T12:00:00Z,DET,UTA,30,L,1L,110.86,114.01,0.571,62.6,6.4,51.9,14.6,28,W,1W,110.96,121.71,0.578,63.1,6.9,51.4,16.3
202412190TOR,2024-12-19T12:30:00Z,TOR,BKN,30,L,6L,111.36,116.46,0.558,67.5,7.6,51.9,13.9,29,W,1W,112.56,117.86,0.589,67.0,7.3,47.0,13.9
202412190BOS,2024-12-19T12:30:00Z,BOS,CHI,29,L,1L,120.95,110.62,0.597,62.4,7.5,50.4,10.7,29,W,3W,113.96,116.77,0.596,68.3,7.2,48.7,13.3
202412190SAS,2024-12-19T13:00:00Z,SAS,ATL,29,W,1W,112.43,114.4,0.571,71.3,7.6,50.4,13.4,28,L,2L,111.99,114.31,0.564,69.5,9.5,50.8,13.4
202412190MEM,2024-12-19T13:00:00Z,MEM,GSW,28,W,1W,116.53,108.5,0.594,67.2,8.5,52.1,14.1,27,L,3L,113.34,109.36,0.561,69.7,9.0,51.2,12.5
202412190HOU,2024-12-19T13:00:00Z,HOU,NOP,29,W,1W,111.45,105.83,0.537,54.1,8.6,52.9,11.4,30,L,5L,106.83,118.6,0.533,60.4,9.4,48.7,13.4
202412190DAL,2024-12-19T13:30:00Z,DAL,LAC,27,L,1L,119.49,112.67,0.601,59.5,8.4,51.3,12.6,30,W,2W,111.75,109.72,0.577,61.4,10.0,51.6,14.7
202412190PHO,2024-12-19T14:00:00Z,PHX,IND,28,L,1L,116.34,116.57,0.598,67.6,7.8,49.7,12.7,30,W,3W,113.62,116.3,0.593,65.0,8.4,47.6,13.4
202412190MIN,2024-12-19T14:30:00Z,MIN,NYK,28,L,1L,111.53,107.3,0.582,63.3,8.9,49.8,14.5,29,W,2W,120.31,113.87,0.611,64.3,7.5,50.9,12.0
202412190SAC,2024-12-19T15:00:00Z,SAC,LAL,29,L,2L,116.64,113.63,0.588,59.9,8.3,50.6,11.9,29,W,2W,112.62,116.05,0.576,64.7,8.0,47.8,12.4
202412190POR,2024-12-19T15:00:00Z,POR,DEN,29,W,1W,108.03,116.85,0.545,57.1,8.4,48.7,14.4,27,L,1L,116.53,114.02,0.594,69.6,8.9,50.7,12.8
202412200PHI,2024-12-20T12:00:00Z,PHI,CHA,27,W,2W,108.44,113.15,0.552,57.3,9.6,48.0,13.3,30,L,4L,108.94,115.33,0.543,60.7,8.2,51.3,14.0
202412200CLE,2024-12-20T12:30:00Z,CLE,MIL,30,W,3W,121.33,110.76,0.621,63.4,9.0,50.0,11.9,28,L,1L,114.1,112.08,0.596,59.3,7.2,49.3,13.1
202412200MIA,2024-12-20T13:00:00Z,MIA,OKC,25,L,2L,114.79,111.76,0.574,66.0,9.2,49.0,11.6,29,W,2W,114.49,103.64,0.568,59.3,12.2,47.5,10.5
202412210SAC,2024-12-21T11:00:00Z,SAC,LAL,30,L,3L,115.95,113.5,0.586,60.4,8.3,50.4,12.0,30,W,3W,112.52,115.36,0.574,64.5,8.0,48.1,12.3
